"","State","County","Civ_Labor_Force_2023","Med_Household_Income_2023","Unemployment_Rate_2023"
"2723","TX","Rusk County, TX",22842,55085,4.1
"2724","TX","Sabine County, TX",3603,50564,6.8
"2725","TX","San Augustine County, TX",3315,49591,5.4
"2726","TX","San Jacinto County, TX",12580,57855,4.7
"2727","TX","San Patricio County, TX",29808,62919,4.8
"2728","TX","San Saba County, TX",2221,51350,3.8
"2729","TX","Schleicher County, TX",1170,54168,3.5
"2730","TX","Scurry County, TX",6324,60387,4.1
"2731","TX","Shackelford County, TX",1890,64690,2.7
"2732","TX","Shelby County, TX",11227,51551,4.5
"2733","TX","Sherman County, TX",1331,73395,3.2
"2734","TX","Smith County, TX",115419,67978,3.6
"2735","TX","Somervell County, TX",4674,75568,3.6
"2736","TX","Starr County, TX",24458,35758,9.3
"2737","TX","Stephens County, TX",3993,50710,3.9
"2738","TX","Sterling County, TX",501,75895,4
"2739","TX","Stonewall County, TX",815,53153,2.7
"2740","TX","Sutton County, TX",1040,68838,5.8
"2741","TX","Swisher County, TX",2571,52148,4.6
"2742","TX","Tarrant County, TX",1170758,76285,3.7
"2743","TX","Taylor County, TX",70268,61798,3.3
"2744","TX","Terrell County, TX",374,47969,3.5
"2745","TX","Terry County, TX",4607,46998,3.9
"2746","TX","Throckmorton County, TX",676,50997,3.6
"2747","TX","Titus County, TX",13708,58411,4.2
"2748","TX","Tom Green County, TX",56492,60348,3.5
"2749","TX","Travis County, TX",857916,95151,3.3
"2750","TX","Trinity County, TX",5302,49629,5
"2751","TX","Tyler County, TX",7104,50722,5.8
"2752","TX","Upshur County, TX",18174,59690,4.2
"2753","TX","Upton County, TX",3269,61607,1.7
"2754","TX","Uvalde County, TX",11269,48427,4.2
"2755","TX","Val Verde County, TX",22215,52593,5.5
"2756","TX","Van Zandt County, TX",28676,57706,3.5
"2757","TX","Victoria County, TX",41477,67905,4.1
"2758","TX","Walker County, TX",24262,53301,4.6
"2759","TX","Waller County, TX",26291,75223,4.6
"2760","TX","Ward County, TX",6567,60775,3
"2761","TX","Washington County, TX",15921,66911,3.9
"2762","TX","Webb County, TX",120663,56289,4
"2763","TX","Wharton County, TX",21704,57487,3.9
"2764","TX","Wheeler County, TX",2069,55713,3.7
"2765","TX","Wichita County, TX",55822,56634,3.9
"2766","TX","Wilbarger County, TX",4968,52983,5
"2767","TX","Willacy County, TX",7118,41648,7.8
"2768","TX","Williamson County, TX",380582,101891,3.4
"2769","TX","Wilson County, TX",26609,79432,3.2
"2770","TX","Winkler County, TX",4188,69775,3.4
"2771","TX","Wise County, TX",35165,80096,3.7
"2772","TX","Wood County, TX",18471,57504,4.4
"2773","TX","Yoakum County, TX",3414,62748,3.4
"2774","TX","Young County, TX",8208,58297,3.4
"2775","TX","Zapata County, TX",4424,39403,6.4
"2776","TX","Zavala County, TX",3470,36237,7.3
"2777","UT","Beaver County, UT",3006,66394,3
"2778","UT","Box Elder County, UT",28655,79450,2.5
"2779","UT","Cache County, UT",71591,76631,2.3
"2780","UT","Carbon County, UT",8488,59243,3.7
"2781","UT","Daggett County, UT",407,66427,4.2
"2782","UT","Davis County, UT",190367,103143,2.4
"2783","UT","Duchesne County, UT",8554,67256,2.9
"2784","UT","Emery County, UT",4755,64651,3.1
"2785","UT","Garfield County, UT",2817,66786,6.4
"2786","UT","Grand County, UT",7063,67218,3.6
"2787","UT","Iron County, UT",29099,66499,2.6
"2788","UT","Juab County, UT",6558,94181,2.3
"2789","UT","Kane County, UT",4229,66609,2.7
"2790","UT","Millard County, UT",6532,67318,2.3
"2791","UT","Morgan County, UT",6143,119482,2.1
"2792","UT","Piute County, UT",514,54495,4.9
"2793","UT","Rich County, UT",1354,71800,2.4
"2794","UT","Salt Lake County, UT",693701,91713,2.7
"2795","UT","San Juan County, UT",5876,50452,4
"2796","UT","Sanpete County, UT",14110,65044,2.9
"2797","UT","Sevier County, UT",10574,73014,2.8
"2798","UT","Summit County, UT",27401,132358,2.4
"2799","UT","Tooele County, UT",39076,91353,2.8
"2800","UT","Uintah County, UT",14938,67554,3.3
"2801","UT","Utah County, UT",353125,95085,2.6
"2802","UT","Wasatch County, UT",18659,115793,2.4
"2803","UT","Washington County, UT",91377,75572,2.8
"2804","UT","Wayne County, UT",1596,63705,4.3
"2805","UT","Weber County, UT",139820,83465,2.8
"2806","VT","Addison County, VT",21467,79526,1.7
"2807","VT","Bennington County, VT",18134,69249,2.5
"2808","VT","Caledonia County, VT",15042,61554,2.3
"2809","VT","Chittenden County, VT",100207,86579,1.6
"2810","VT","Essex County, VT",2751,54570,2.9
"2811","VT","Franklin County, VT",28514,76395,1.8
"2812","VT","Grand Isle County, VT",4226,76260,2.1
"2813","VT","Lamoille County, VT",14575,65190,2.5
"2814","VT","Orange County, VT",16082,73057,2
"2815","VT","Orleans County, VT",13659,56818,3.4
"2816","VT","Rutland County, VT",30204,61290,2.4
"2817","VT","Washington County, VT",34615,77432,2
"2818","VT","Windham County, VT",21746,61976,2.3
"2819","VT","Windsor County, VT",29663,74244,1.8
"2820","VA","Accomack County, VA",16202,56357,3.5
"2821","VA","Albemarle County, VA",59824,94727,2.6
"2822","VA","Alleghany County, VA",6491,52412,3.5
"2823","VA","Amelia County, VA",6468,65835,3
"2824","VA","Amherst County, VA",15004,61271,3.2
"2825","VA","Appomattox County, VA",7246,62375,3.6
"2826","VA","Arlington County, VA",161376,131020,2.1
"2827","VA","Augusta County, VA",39486,77487,2.5
"2828","VA","Bath County, VA",2417,59763,2.8
"2829","VA","Bedford County, VA",38930,71135,2.9
"2830","VA","Bland County, VA",2851,55722,3
"2831","VA","Botetourt County, VA",18119,81122,2.5
"2832","VA","Brunswick County, VA",6023,49080,4.6
"2833","VA","Buchanan County, VA",6424,39652,4.4
"2834","VA","Buckingham County, VA",6627,55965,3.9
"2835","VA","Campbell County, VA",26152,63516,3.3
"2836","VA","Caroline County, VA",15825,72210,3.1
"2837","VA","Carroll County, VA",12965,51111,3.7
"2838","VA","Charles City County, VA",3710,67596,3.2
"2839","VA","Charlotte County, VA",5344,50151,3.5
"2840","VA","Chesterfield County, VA",200078,100149,2.9
"2841","VA","Clarke County, VA",7858,106914,2.5
"2842","VA","Craig County, VA",2374,62672,3.2
"2843","VA","Culpeper County, VA",26178,94287,2.8
"2844","VA","Cumberland County, VA",4843,55257,3.5
"2845","VA","Dickenson County, VA",4634,43271,4.4
"2846","VA","Dinwiddie County, VA",14201,72695,3.3
"2847","VA","Essex County, VA",5679,58214,3.7
"2848","VA","Fairfax County, VA",656494,144632,2.5
"2849","VA","Fauquier County, VA",38687,120301,2.5
"2850","VA","Floyd County, VA",8721,62561,2.6
"2851","VA","Fluvanna County, VA",14653,88162,2.5
"2852","VA","Franklin County, VA",27140,68089,3
"2853","VA","Frederick County, VA",53331,97091,2.5
"2854","VA","Giles County, VA",8356,62716,2.9
"2855","VA","Gloucester County, VA",20049,76960,2.6
"2856","VA","Goochland County, VA",12203,113617,2.9
"2857","VA","Grayson County, VA",8300,45414,2.7
"2858","VA","Greene County, VA",10972,82772,2.5
"2859","VA","Greensville County, VA",4297,47596,3.7
"2860","VA","Halifax County, VA",15730,50578,4
"2861","VA","Hanover County, VA",62020,103639,2.5
"2862","VA","Henrico County, VA",191583,82187,2.9
"2863","VA","Henry County, VA",24244,49370,3.5
"2864","VA","Highland County, VA",1506,54470,2.3
"2865","VA","Isle of Wight County, VA",20247,85227,2.8
"2866","VA","James City County, VA",38032,103070,2.8
"2867","VA","King and Queen County, VA",3978,62180,2.7
"2868","VA","King George County, VA",14913,100092,2.6
"2869","VA","King William County, VA",9860,82715,2.7
"2870","VA","Lancaster County, VA",5745,60857,3.7
"2871","VA","Lee County, VA",8342,41573,3.8
"2872","VA","Loudoun County, VA",239037,167605,2.5
"2873","VA","Louisa County, VA",21087,72569,2.7
"2874","VA","Lunenburg County, VA",5355,47660,3.3
"2875","VA","Madison County, VA",7699,71697,2.3
"2876","VA","Mathews County, VA",4206,73827,2.8
"2877","VA","Mecklenburg County, VA",13414,52092,3.6
"2878","VA","Middlesex County, VA",5323,68881,2.7
"2879","VA","Montgomery County, VA",53757,69668,2.8
"2880","VA","Nelson County, VA",7565,66612,2.7
"2881","VA","New Kent County, VA",13672,115627,2.6
"2882","VA","Northampton County, VA",5647,52783,3.5
"2883","VA","Northumberland County, VA",5609,67077,4.3
"2884","VA","Nottoway County, VA",7383,50756,3
"2885","VA","Orange County, VA",17888,81390,3
"2886","VA","Page County, VA",12712,60061,3.5
"2887","VA","Patrick County, VA",7319,49319,3.5
"2888","VA","Pittsylvania County, VA",31010,49659,3.1
"2889","VA","Powhatan County, VA",15148,105231,2.7
"2890","VA","Prince Edward County, VA",10198,57400,4.1
"2891","VA","Prince George County, VA",15892,76571,3.4
"2892","VA","Prince William County, VA",257986,119051,2.7
"2893","VA","Pulaski County, VA",17152,57731,2.8
"2894","VA","Rappahannock County, VA",3793,85575,2.6
"2895","VA","Richmond County, VA",4020,60180,3.1
"2896","VA","Roanoke County, VA",51148,77010,2.6
"2897","VA","Rockbridge County, VA",11012,64393,2.7
"2898","VA","Rockingham County, VA",44024,72921,2.5
"2899","VA","Russell County, VA",11233,49537,3.6
"2900","VA","Scott County, VA",9391,43743,3.2
"2901","VA","Shenandoah County, VA",22738,65289,2.7
"2902","VA","Smyth County, VA",14101,45484,3.2
"2903","VA","Southampton County, VA",9260,61246,2.6
"2904","VA","Spotsylvania County, VA",71382,96322,3
"2905","VA","Stafford County, VA",77864,134456,2.9
"2906","VA","Surry County, VA",3764,65339,2.7
"2907","VA","Sussex County, VA",3774,49340,4.1
"2908","VA","Tazewell County, VA",15511,48360,4
"2909","VA","Warren County, VA",21302,79949,2.9
"2910","VA","Washington County, VA",26928,61686,2.9
"2911","VA","Westmoreland County, VA",9610,61545,3.3
"2912","VA","Wise County, VA",12967,45220,4.2
"2913","VA","Wythe County, VA",14514,47257,3
"2914","VA","York County, VA",34187,111346,2.7
"2915","VA","Alexandria city, VA",103591,110115,2.3
"2916","VA","Bristol city, VA",7747,43123,3.7
"2917","VA","Buena Vista city, VA",3536,51030,2.7
"2918","VA","Charlottesville city, VA",26504,67903,2.4
"2919","VA","Chesapeake city, VA",127691,87127,2.9
"2920","VA","Colonial Heights city, VA",8804,68456,3.1
"2921","VA","Covington city, VA",2276,46592,4.1
"2922","VA","Danville city, VA",19192,40799,4.6
"2923","VA","Emporia city, VA",2311,43496,4.6
"2924","VA","Fairfax city, VA",13266,122790,2.4
"2925","VA","Falls Church city, VA",8810,142513,2.3
"2926","VA","Franklin city, VA",3544,54594,3.8
"2927","VA","Fredericksburg city, VA",14788,71217,3.4
"2928","VA","Galax city, VA",2902,44706,3.9
"2929","VA","Hampton city, VA",66324,64086,3.7
"2930","VA","Harrisonburg city, VA",25665,56057,3.5
"2931","VA","Hopewell city, VA",9961,53098,4.4
"2932","VA","Lexington city, VA",2327,62382,4.4
"2933","VA","Lynchburg city, VA",36252,50494,4.2
"2934","VA","Manassas city, VA",22325,97722,2.5
"2935","VA","Manassas Park city, VA",10066,90816,2.6
"2936","VA","Martinsville city, VA",5627,41500,4.7
"2937","VA","Newport News city, VA",90964,63350,3.4
"2938","VA","Norfolk city, VA",113430,60030,3.4
"2939","VA","Norton city, VA",1624,41298,4.1
"2940","VA","Petersburg city, VA",13010,42385,5.4
"2941","VA","Poquoson city, VA",6553,109549,2.5
"2942","VA","Portsmouth city, VA",45365,54843,3.7
"2943","VA","Radford city, VA",9309,47892,3.6
"2944","VA","Richmond city, VA",124807,58719,3.5
"2945","VA","Roanoke city, VA",50330,50425,3.2
"2946","VA","Salem city, VA",13249,63676,2.9
"2947","VA","Staunton city, VA",12866,61917,2.6
"2948","VA","Suffolk city, VA",46999,81858,3.1
"2949","VA","Virginia Beach city, VA",239035,83066,2.8
"2950","VA","Waynesboro city, VA",11195,58527,2.9
"2951","VA","Williamsburg city, VA",7017,67543,4
"2952","VA","Winchester city, VA",15632,60557,2.8
"2953","WA","Adams County, WA",9621,62410,4.6
"2954","WA","Asotin County, WA",10627,65625,3.4
"2955","WA","Benton County, WA",106395,85144,4.5
"2956","WA","Chelan County, WA",44441,81697,4.3
"2957","WA","Clallam County, WA",29454,66693,5.2
"2958","WA","Clark County, WA",248604,91149,4.3
"2959","WA","Columbia County, WA",1727,62935,4.4
"2960","WA","Cowlitz County, WA",48526,71847,5.1
"2961","WA","Douglas County, WA",21770,83870,4.7
"2962","WA","Ferry County, WA",2296,57064,8.4
"2963","WA","Franklin County, WA",43474,77820,5.7
"2964","WA","Garfield County, WA",782,64413,5.5
"2965","WA","Grant County, WA",48716,63809,5.2
"2966","WA","Grays Harbor County, WA",28921,62258,6.3
"2967","WA","Island County, WA",37163,82717,4.3
"2968","WA","Jefferson County, WA",12505,69176,5
"2969","WA","King County, WA",1348792,116044,3.4
"2970","WA","Kitsap County, WA",129099,93794,4.1
"2971","WA","Kittitas County, WA",23171,71737,5.1
"2972","WA","Klickitat County, WA",9677,70371,5.1
"2973","WA","Lewis County, WA",34886,67954,5.4
"2974","WA","Lincoln County, WA",4674,68318,4.9
"2975","WA","Mason County, WA",25427,78029,5.5
"2976","WA","Okanogan County, WA",19564,58661,5.5
"2977","WA","Pacific County, WA",8542,55615,6
"2978","WA","Pend Oreille County, WA",5147,59332,6
"2979","WA","Pierce County, WA",455090,92793,4.7
"2980","WA","San Juan County, WA",8711,84024,3.4
"2981","WA","Skagit County, WA",61573,79118,4.6
"2982","WA","Skamania County, WA",5542,82132,4.8
"2983","WA","Snohomish County, WA",458599,101440,3.5
"2984","WA","Spokane County, WA",264059,69079,4.2
"2985","WA","Stevens County, WA",19189,65748,6
"2986","WA","Thurston County, WA",149840,88560,4.1
"2987","WA","Wahkiakum County, WA",1365,70099,6.4
"2988","WA","Walla Walla County, WA",30020,66542,4.2
"2989","WA","Whatcom County, WA",115010,78796,4.3
"2990","WA","Whitman County, WA",23296,54412,4
"2991","WA","Yakima County, WA",129472,63058,5.8
"2992","WV","Barbour County, WV",7163,46302,4.8
"2993","WV","Berkeley County, WV",59107,70829,3.4
"2994","WV","Boone County, WV",7253,46508,4.2
"2995","WV","Braxton County, WV",5056,43328,5.1
"2996","WV","Brooke County, WV",9665,61551,5
"2997","WV","Cabell County, WV",41405,51017,3.7
"2998","WV","Calhoun County, WV",2479,43589,7.2
"2999","WV","Clay County, WV",3031,42604,5.8
"3000","WV","Doddridge County, WV",3710,47755,3.2
"3001","WV","Fayette County, WV",15925,48710,4.4
"3002","WV","Gilmer County, WV",2245,44938,5.3
"3003","WV","Grant County, WV",6069,58150,3.8
"3004","WV","Greenbrier County, WV",15155,45137,3.7
"3005","WV","Hampshire County, WV",11150,58266,2.8
"3006","WV","Hancock County, WV",12839,58077,5.8
"3007","WV","Hardy County, WV",5783,53876,4.3
"3008","WV","Harrison County, WV",34137,57764,3.3
"3009","WV","Jackson County, WV",12092,54735,4.2
"3010","WV","Jefferson County, WV",31137,87259,2.7
"3011","WV","Kanawha County, WV",81989,55160,3.6
"3012","WV","Lewis County, WV",6221,53283,4.6
"3013","WV","Lincoln County, WV",7025,43727,4.9
"3014","WV","Logan County, WV",11344,42615,4.2
"3015","WV","McDowell County, WV",4048,28972,6.4
"3016","WV","Marion County, WV",25037,58855,4
"3017","WV","Marshall County, WV",13151,51934,5
"3018","WV","Mason County, WV",10126,48077,4.6
"3019","WV","Mercer County, WV",20639,43917,4.4
"3020","WV","Mineral County, WV",12191,59669,4.1
"3021","WV","Mingo County, WV",6462,35761,5.3
"3022","WV","Monongalia County, WV",55589,59094,3.1
"3023","WV","Monroe County, WV",5960,53154,3
"3024","WV","Morgan County, WV",8513,56162,3.1
"3025","WV","Nicholas County, WV",9005,46757,4.6
"3026","WV","Ohio County, WV",20009,60241,3.8
"3027","WV","Pendleton County, WV",3714,52553,2.6
"3028","WV","Pleasants County, WV",2664,56391,5.4
"3029","WV","Pocahontas County, WV",3665,44553,4.5
"3030","WV","Preston County, WV",15474,55965,3.9
"3031","WV","Putnam County, WV",26893,80034,3.3
"3032","WV","Raleigh County, WV",30112,51317,3.7
"3033","WV","Randolph County, WV",11751,49362,4.8
"3034","WV","Ritchie County, WV",4003,51965,4.3
"3035","WV","Roane County, WV",4979,42697,6
"3036","WV","Summers County, WV",4438,40569,3.9
"3037","WV","Taylor County, WV",7909,53972,3.7
"3038","WV","Tucker County, WV",3576,50444,3.4
"3039","WV","Tyler County, WV",2915,57560,5.9
"3040","WV","Upshur County, WV",9826,47035,4.6
"3041","WV","Wayne County, WV",15568,52540,4.1
"3042","WV","Webster County, WV",3033,40598,5.1
"3043","WV","Wetzel County, WV",6462,48563,5.9
"3044","WV","Wirt County, WV",2242,43441,5.8
"3045","WV","Wood County, WV",36481,57599,4.1
"3046","WV","Wyoming County, WV",7233,39892,4.3
"3047","WI","Adams County, WI",8065,54682,5.1
"3048","WI","Ashland County, WI",7530,56848,3.7
"3049","WI","Barron County, WI",23848,62344,3.6
"3050","WI","Bayfield County, WI",7406,63680,4.5
"3051","WI","Brown County, WI",142593,72398,2.7
"3052","WI","Buffalo County, WI",6139,63969,4.4
"3053","WI","Burnett County, WI",7407,57438,4.6
"3054","WI","Calumet County, WI",27934,85589,2.4
"3055","WI","Chippewa County, WI",34158,74425,3.5
"3056","WI","Clark County, WI",17400,63641,2.8
"3057","WI","Columbia County, WI",32562,78767,2.6
"3058","WI","Crawford County, WI",6968,63862,3.9
"3059","WI","Dane County, WI",339315,85189,2.3
"3060","WI","Dodge County, WI",48509,69681,2.6
"3061","WI","Door County, WI",15590,72296,3
"3062","WI","Douglas County, WI",23065,66180,4.3
"3063","WI","Dunn County, WI",24335,71434,3.4
"3064","WI","Eau Claire County, WI",60806,70564,2.7
"3065","WI","Florence County, WI",2187,64512,3.4
"3066","WI","Fond du Lac County, WI",56335,71206,2.7
"3067","WI","Forest County, WI",3947,56118,4.8
"3068","WI","Grant County, WI",26740,63247,2.9
"3069","WI","Green County, WI",21256,79337,2.4
"3070","WI","Green Lake County, WI",9205,66070,3.4
"3071","WI","Iowa County, WI",13843,76404,2.6
"3072","WI","Iron County, WI",2573,60694,5.5
"3073","WI","Jackson County, WI",9227,64344,3.9
"3074","WI","Jefferson County, WI",46192,78728,2.8
"3075","WI","Juneau County, WI",13603,61904,3.2
"3076","WI","Kenosha County, WI",91612,75067,3.4
"3077","WI","Kewaunee County, WI",10830,73717,2.5
"3078","WI","La Crosse County, WI",67181,70075,2.6
"3079","WI","Lafayette County, WI",10702,67311,2.3
"3080","WI","Langlade County, WI",9226,57745,3.6
"3081","WI","Lincoln County, WI",14610,59637,3.2
"3082","WI","Manitowoc County, WI",40702,62910,3
"3083","WI","Marathon County, WI",72746,70955,2.7
"3084","WI","Marinette County, WI",19056,58554,4
"3085","WI","Marquette County, WI",7761,58197,3.7
"3086","WI","Menominee County, WI",1515,51623,6.1
"3087","WI","Milwaukee County, WI",466290,58375,3.8
"3088","WI","Monroe County, WI",23663,65232,2.7
"3089","WI","Oconto County, WI",20753,68127,3.3
"3090","WI","Oneida County, WI",18189,62242,3.4
"3091","WI","Outagamie County, WI",105917,78808,2.6
"3092","WI","Ozaukee County, WI",49543,97778,2.6
"3093","WI","Pepin County, WI",4158,69535,3.1
"3094","WI","Pierce County, WI",24876,85508,3.5
"3095","WI","Polk County, WI",25191,73982,4.1
"3096","WI","Portage County, WI",37818,71360,3
"3097","WI","Price County, WI",6389,53883,3.4
"3098","WI","Racine County, WI",99921,72331,3.6
"3099","WI","Richland County, WI",8817,67086,3
"3100","WI","Rock County, WI",88555,67430,3.4
"3101","WI","Rusk County, WI",6384,56410,3.7
"3102","WI","St. Croix County, WI",50707,97589,3.5
"3103","WI","Sauk County, WI",35288,70484,2.6
"3104","WI","Sawyer County, WI",8104,60034,4.2
"3105","WI","Shawano County, WI",20476,66733,3
"3106","WI","Sheboygan County, WI",62608,65008,2.5
"3107","WI","Taylor County, WI",10696,67544,3.7
"3108","WI","Trempealeau County, WI",14756,68184,3.5
"3109","WI","Vernon County, WI",15253,67812,2.8
"3110","WI","Vilas County, WI",10457,63356,3.9
"3111","WI","Walworth County, WI",59115,73723,2.9
"3112","WI","Washburn County, WI",7682,59221,3.7
"3113","WI","Washington County, WI",77508,90313,2.6
"3114","WI","Waukesha County, WI",226852,99525,2.6
"3115","WI","Waupaca County, WI",25318,65960,3
"3116","WI","Waushara County, WI",11223,55982,3.5
"3117","WI","Winnebago County, WI",93234,69887,2.7
"3118","WI","Wood County, WI",33492,64408,3.5
"3119","WY","Albany County, WY",21491,53537,2.6
"3120","WY","Big Horn County, WY",5160,59702,3.3
"3121","WY","Campbell County, WY",23349,89870,2.7
"3122","WY","Carbon County, WY",7252,66225,3
"3123","WY","Converse County, WY",7701,78015,2.3
"3124","WY","Crook County, WY",3886,70196,2.4
"3125","WY","Fremont County, WY",19097,55125,3.4
"3126","WY","Goshen County, WY",6439,58720,2.6
"3127","WY","Hot Springs County, WY",2333,64734,2.6
"3128","WY","Johnson County, WY",4374,70067,2.8
"3129","WY","Laramie County, WY",48889,71956,3
"3130","WY","Lincoln County, WY",9793,93044,2.9
"3131","WY","Natrona County, WY",39602,70142,3.2
"3132","WY","Niobrara County, WY",1168,54573,2.6
"3133","WY","Park County, WY",15757,69802,2.9
"3134","WY","Platte County, WY",4259,61185,2.9
"3135","WY","Sheridan County, WY",16286,70224,2.7
"3136","WY","Sublette County, WY",3979,85649,3.3
"3137","WY","Sweetwater County, WY",20251,75779,3.3
"3138","WY","Teton County, WY",17327,127677,2.1
"3139","WY","Uinta County, WY",9096,73072,3.2
"3140","WY","Washakie County, WY",3843,60699,3.3
"3141","WY","Weston County, WY",3876,67677,2.1
